id,facilityId,programId,processingPeriodId,status,emergency,numberOfMonthsInPeriod,templateId
6716972f-3e87-41d1-81c5-86143e6e20d9,944825d5-3065-41ba-b504-0aa53388ecbf,10845cb9-d365-4aaa-badd-b4fa39c6a26a,c5012ddf-b145-4eee-9640-b2cbf4f2da85,INITIATED,true,9,4b30f6c9-b84b-4f17-8173-852101a5ea29
253280aa-d005-4d78-ac11-851dd1119977,f62189a0-a3e6-401c-9332-66626d0f72b1,dce17f2e-af3e-40ad-8e00-3496adef44c3,a4eefb4e-2bb6-4793-9f70-2cc5365de7c6,SUBMITTED,true,5,5a268780-fafd-4243-9551-5c7daa824913
1f26df3e-6f79-4b90-93f6-acbd5cc79b2d,288df92f-66a1-4ac1-a0a9-59e4d7fe37aa,10845cb9-d365-4aaa-badd-b4fa39c6a26a,baf98c9a-408b-4e9e-b56a-38640c7dfed6,SUBMITTED,false,8,4b30f6c9-b84b-4f17-8173-852101a5ea29
a1db7c24-8756-4131-b9a5-14c5875ede93,340cd254-a12b-47e7-9dad-90a3165ed8eb,dce17f2e-af3e-40ad-8e00-3496adef44c3,516ac930-0d28-49f5-a178-64764e22b236,APPROVED,true,4,5a268780-fafd-4243-9551-5c7daa824913
b824b13f-5b01-4825-9fbb-944ae143a06a,d3e7865d-c83b-4407-9aed-b3e4fa0b9339,10845cb9-d365-4aaa-badd-b4fa39c6a26a,f2cecbc4-c6cc-48ca-b4e7-11e69238b386,INITIATED,false,6,4b30f6c9-b84b-4f17-8173-852101a5ea29
82a80b81-13f3-460b-b786-47c81d924d57,53eafaaf-a8bf-459c-b5ae-62f3d757f0fb,dce17f2e-af3e-40ad-8e00-3496adef44c3,f2cecbc4-c6cc-48ca-b4e7-11e69238b386,SKIPPED,false,8,5a268780-fafd-4243-9551-5c7daa824913
e05d73dd-eec6-496a-bde3-8ed083ae8311,6c782b10-2aa9-4420-9b42-be224ab55542,dce17f2e-af3e-40ad-8e00-3496adef44c3,04ec3c83-a086-4792-b7a3-c46559b7f6cd,AUTHORIZED,false,7,5a268780-fafd-4243-9551-5c7daa824913
e7c69b22-930a-4ba5-8d2c-adce166de227,2155ea5a-0926-4d65-bd3a-757fc2c3f01b,dce17f2e-af3e-40ad-8e00-3496adef44c3,65671374-66e2-4a11-a7dc-05b645c6d815,RELEASED,false,6,5a268780-fafd-4243-9551-5c7daa824913
84a33beb-e57d-4281-8618-f776ce275d39,54ddcd4c-1ef9-4ee6-98e1-bb0eb0e6cd68,dce17f2e-af3e-40ad-8e00-3496adef44c3,baf98c9a-408b-4e9e-b56a-38640c7dfed6,SUBMITTED,false,12,5a268780-fafd-4243-9551-5c7daa824913
9d20fe0b-8b22-4e38-a171-d179ac192ba6,a485c214-5342-4821-ab25-f9a4f9c11fc9,10845cb9-d365-4aaa-badd-b4fa39c6a26a,2a9fddb6-5dd3-4dde-81f3-c19629257986,REJECTED,false,1,4b30f6c9-b84b-4f17-8173-852101a5ea29
57f62803-19d8-4706-a7bb-d389f1eee7b4,8d026fcc-cc81-457d-9371-5637ce009193,10845cb9-d365-4aaa-badd-b4fa39c6a26a,a91dfbdf-0d9b-4cb1-9d46-0a47b17d22d0,IN_APPROVAL,false,7,4b30f6c9-b84b-4f17-8173-852101a5ea29
b7989f2e-0aee-488a-83db-4ec4b832001e,e324b836-9ce8-4acb-b29b-26b8b3e75593,dce17f2e-af3e-40ad-8e00-3496adef44c3,61694e82-1be6-40a4-9aaa-bfbb720a0d7d,APPROVED,false,5,5a268780-fafd-4243-9551-5c7daa824913
6421f9e9-7479-40d7-bbc5-36d68111ad53,c2300f2f-562c-4828-8a19-3c2583ff3fbe,dce17f2e-af3e-40ad-8e00-3496adef44c3,c5012ddf-b145-4eee-9640-b2cbf4f2da85,AUTHORIZED,true,2,5a268780-fafd-4243-9551-5c7daa824913
a7febc54-5a37-4b32-b162-a07d110fbd63,a98aaaa0-3391-4dc2-81d2-af22807c8bac,dce17f2e-af3e-40ad-8e00-3496adef44c3,f2cecbc4-c6cc-48ca-b4e7-11e69238b386,INITIATED,true,6,5a268780-fafd-4243-9551-5c7daa824913
ce7e470b-615d-48d7-88d3-e006ef5eb571,6528cbbd-68e3-45f6-9be6-62d5567450af,10845cb9-d365-4aaa-badd-b4fa39c6a26a,f2cecbc4-c6cc-48ca-b4e7-11e69238b386,SKIPPED,true,11,4b30f6c9-b84b-4f17-8173-852101a5ea29
18088c57-113d-4d7b-bfd7-9427fdd86a7b,ecc4ae9d-4ff9-4fa3-911a-b62de542c1a6,dce17f2e-af3e-40ad-8e00-3496adef44c3,a91dfbdf-0d9b-4cb1-9d46-0a47b17d22d0,SKIPPED,false,7,5a268780-fafd-4243-9551-5c7daa824913
211fbd37-8879-4996-aa8f-d04f9a639164,cb943c00-725e-4ae6-85e1-7dd724ae7536,10845cb9-d365-4aaa-badd-b4fa39c6a26a,f55d9dda-d440-40c0-a793-914e0fe1f579,AUTHORIZED,false,5,4b30f6c9-b84b-4f17-8173-852101a5ea29
c7964ae6-e442-427c-87fe-88f423fa2472,6bb1ecdf-4f9d-4ce1-8bbd-8a38266e6e60,dce17f2e-af3e-40ad-8e00-3496adef44c3,04ec3c83-a086-4792-b7a3-c46559b7f6cd,INITIATED,true,5,5a268780-fafd-4243-9551-5c7daa824913
576dfedb-d9a3-408d-8bb1-22ed3ee4f8ec,23a541f0-410a-407e-b6b1-be1eef4c3f04,dce17f2e-af3e-40ad-8e00-3496adef44c3,65671374-66e2-4a11-a7dc-05b645c6d815,SKIPPED,false,1,5a268780-fafd-4243-9551-5c7daa824913
a3943516-f431-4f40-95df-54d75fad59fd,e00ed05d-2345-4487-b080-25849e43bfb0,10845cb9-d365-4aaa-badd-b4fa39c6a26a,2a9fddb6-5dd3-4dde-81f3-c19629257986,APPROVED,true,4,4b30f6c9-b84b-4f17-8173-852101a5ea29
ad74741c-8650-4b9d-a404-ff58dc18db8b,4e250a95-2a60-40b7-9706-55d1107f50fd,10845cb9-d365-4aaa-badd-b4fa39c6a26a,04ec3c83-a086-4792-b7a3-c46559b7f6cd,APPROVED,true,7,4b30f6c9-b84b-4f17-8173-852101a5ea29
dd91c379-685c-4501-b0ca-7439af10a87d,c910970d-e1db-431e-ad90-31c31d707e28,10845cb9-d365-4aaa-badd-b4fa39c6a26a,baf98c9a-408b-4e9e-b56a-38640c7dfed6,REJECTED,true,12,4b30f6c9-b84b-4f17-8173-852101a5ea29
fb373d6d-5081-4c0f-b64b-2409c85e7ae8,983c3004-4850-4a41-8948-b888c5618cf6,dce17f2e-af3e-40ad-8e00-3496adef44c3,f419bcd8-ac7a-4b75-8c84-c065ef437938,IN_APPROVAL,true,7,5a268780-fafd-4243-9551-5c7daa824913
eeb1cede-203f-4613-989f-a40e3f61dad1,7e9b3597-355f-49de-8a87-454b486c9aea,dce17f2e-af3e-40ad-8e00-3496adef44c3,2a9fddb6-5dd3-4dde-81f3-c19629257986,IN_APPROVAL,true,10,5a268780-fafd-4243-9551-5c7daa824913
961f6108-df03-4cd9-97c3-9a3d91d6374f,6ed49c1c-38f0-4e68-bd26-972e2791c1a2,10845cb9-d365-4aaa-badd-b4fa39c6a26a,c08e1295-793f-4550-933b-571e117f15d9,SUBMITTED,false,9,4b30f6c9-b84b-4f17-8173-852101a5ea29
62cacd5c-ab11-4565-a1a6-56796629dbb4,a79c4806-0568-41aa-bb0a-e1b3e8872fdc,dce17f2e-af3e-40ad-8e00-3496adef44c3,f2cecbc4-c6cc-48ca-b4e7-11e69238b386,INITIATED,false,9,5a268780-fafd-4243-9551-5c7daa824913
5ce71cfc-8e06-47a0-81d8-3b303f9799d3,1c02cb03-33e6-43f1-bc8d-a56754e9d2b1,dce17f2e-af3e-40ad-8e00-3496adef44c3,baf98c9a-408b-4e9e-b56a-38640c7dfed6,SKIPPED,false,3,5a268780-fafd-4243-9551-5c7daa824913
b9a4c806-7e3d-4550-a2ba-1b75994c49ad,742c4f1c-e163-47a4-9dff-b82dd940ef03,dce17f2e-af3e-40ad-8e00-3496adef44c3,f419bcd8-ac7a-4b75-8c84-c065ef437938,INITIATED,false,5,5a268780-fafd-4243-9551-5c7daa824913
b833aa89-2140-401f-8fe6-3af05a935057,c18a1447-734e-45af-9040-c1fd0a056aac,dce17f2e-af3e-40ad-8e00-3496adef44c3,65671374-66e2-4a11-a7dc-05b645c6d815,INITIATED,true,10,5a268780-fafd-4243-9551-5c7daa824913
dbe4ccb5-bbb7-4d25-97e5-b2237e4f4555,68a5aa4d-23ab-4efd-b92e-27edf87cad3e,dce17f2e-af3e-40ad-8e00-3496adef44c3,1f3c89b2-13e4-4a72-9ef2-228302cc5a25,IN_APPROVAL,false,9,5a268780-fafd-4243-9551-5c7daa824913
599b9f74-9274-468d-ad7c-5492e71133d4,efebad93-493e-4eaa-a636-9818724f75da,10845cb9-d365-4aaa-badd-b4fa39c6a26a,516ac930-0d28-49f5-a178-64764e22b236,IN_APPROVAL,true,12,4b30f6c9-b84b-4f17-8173-852101a5ea29
278acd1a-5baf-4ebf-b55f-3f4b0b05c2ce,6b73705b-e099-49b8-b6e5-59f876dbe65c,dce17f2e-af3e-40ad-8e00-3496adef44c3,2a9fddb6-5dd3-4dde-81f3-c19629257986,APPROVED,false,4,5a268780-fafd-4243-9551-5c7daa824913
8be274da-b90c-46ab-b4c3-00cff9c7a4a0,fee2b6ca-599e-413a-a554-8d122aeac5d7,10845cb9-d365-4aaa-badd-b4fa39c6a26a,516ac930-0d28-49f5-a178-64764e22b236,RELEASED,true,8,4b30f6c9-b84b-4f17-8173-852101a5ea29
89b2d065-1d29-4249-ab0b-0606922ec830,5a734e22-1a89-4ddf-9842-1e7ce509b7a6,10845cb9-d365-4aaa-badd-b4fa39c6a26a,f2cecbc4-c6cc-48ca-b4e7-11e69238b386,SUBMITTED,true,6,4b30f6c9-b84b-4f17-8173-852101a5ea29
8e685bd6-de79-4ab2-aa79-406795958ed4,2060a34c-3ec1-47ba-9840-d1b3bd9e0728,dce17f2e-af3e-40ad-8e00-3496adef44c3,1f3c89b2-13e4-4a72-9ef2-228302cc5a25,SKIPPED,false,4,5a268780-fafd-4243-9551-5c7daa824913
bdc8fb10-e825-4893-b2c5-95f09ff70765,a451902c-6cf1-4d0c-9aef-f40885efc66c,dce17f2e-af3e-40ad-8e00-3496adef44c3,c5012ddf-b145-4eee-9640-b2cbf4f2da85,RELEASED,false,1,5a268780-fafd-4243-9551-5c7daa824913
ca9bab61-24a1-4144-a68d-afb73e7f6502,5ea2b2e2-de40-40c2-bdae-41f27b8a3e36,dce17f2e-af3e-40ad-8e00-3496adef44c3,f2cecbc4-c6cc-48ca-b4e7-11e69238b386,AUTHORIZED,false,7,5a268780-fafd-4243-9551-5c7daa824913
2b24601c-1bf2-4136-a496-21762e6fbb40,198a9d62-2c4a-4d02-a013-119493c68c7e,10845cb9-d365-4aaa-badd-b4fa39c6a26a,2d490229-02f8-4235-9be4-1443fd8f7b4f,REJECTED,false,3,4b30f6c9-b84b-4f17-8173-852101a5ea29
49a984bb-71c3-4c2e-b9b2-17efe9f1a764,f71709a9-89e6-424a-8c99-f3df3d6240fe,10845cb9-d365-4aaa-badd-b4fa39c6a26a,f2cecbc4-c6cc-48ca-b4e7-11e69238b386,IN_APPROVAL,true,12,4b30f6c9-b84b-4f17-8173-852101a5ea29
a03ab941-0433-4cdb-95e9-58fe938d0992,1afadcb3-4117-4a72-9212-ebea6f7f16d5,10845cb9-d365-4aaa-badd-b4fa39c6a26a,2d490229-02f8-4235-9be4-1443fd8f7b4f,REJECTED,false,8,4b30f6c9-b84b-4f17-8173-852101a5ea29
3d7534be-df9f-40c1-ab53-973004e4ff67,b724a313-1e49-4a42-8fe7-d9b187e0bf02,dce17f2e-af3e-40ad-8e00-3496adef44c3,c9287c65-67fa-4958-adb6-52069f2b1379,IN_APPROVAL,false,12,5a268780-fafd-4243-9551-5c7daa824913
60eeba56-9b9e-4209-a4e4-70112e51b5d6,bb4aa2cf-cd10-4fbd-910a-6dbd43606053,10845cb9-d365-4aaa-badd-b4fa39c6a26a,96da0fc3-28fd-4a3f-87a8-b5cdb175c45a,RELEASED,true,12,4b30f6c9-b84b-4f17-8173-852101a5ea29
3d9a3375-7618-4d84-8c46-c121ea954f6b,3146c326-f536-49ab-bbbb-4e3df4aa573c,dce17f2e-af3e-40ad-8e00-3496adef44c3,96da0fc3-28fd-4a3f-87a8-b5cdb175c45a,AUTHORIZED,true,4,5a268780-fafd-4243-9551-5c7daa824913
979b0f0c-9412-4ee5-aa33-a4d3f5206c73,17431f02-76b8-4cad-90b1-1ebbc96d7c50,dce17f2e-af3e-40ad-8e00-3496adef44c3,04ec3c83-a086-4792-b7a3-c46559b7f6cd,APPROVED,true,3,5a268780-fafd-4243-9551-5c7daa824913
05f7e541-48d8-409d-b29d-63b0f6767aa6,3896d37a-cce1-4713-b151-39996e8d11ab,dce17f2e-af3e-40ad-8e00-3496adef44c3,2a9fddb6-5dd3-4dde-81f3-c19629257986,REJECTED,false,10,5a268780-fafd-4243-9551-5c7daa824913
17187557-a611-4095-9904-6fce2d1887bc,323f56e6-8682-486c-8047-e8118a356419,dce17f2e-af3e-40ad-8e00-3496adef44c3,c5012ddf-b145-4eee-9640-b2cbf4f2da85,IN_APPROVAL,false,6,5a268780-fafd-4243-9551-5c7daa824913
ee20d921-faa3-4173-b6cb-ac65b02f39ae,c9520d6f-bd8e-495b-a47a-a897ce111482,10845cb9-d365-4aaa-badd-b4fa39c6a26a,c5012ddf-b145-4eee-9640-b2cbf4f2da85,RELEASED,false,1,4b30f6c9-b84b-4f17-8173-852101a5ea29
0236b4f1-1755-4904-be1c-611bc5a1ae11,81d0e6cb-c4f1-48c4-acf5-3e8f7e189f10,10845cb9-d365-4aaa-badd-b4fa39c6a26a,65671374-66e2-4a11-a7dc-05b645c6d815,RELEASED,false,6,4b30f6c9-b84b-4f17-8173-852101a5ea29
141cf36f-c5c7-41ed-8797-68e459a9236f,d1964f8c-ad6f-4c7e-9389-70588a0e616e,10845cb9-d365-4aaa-badd-b4fa39c6a26a,2d490229-02f8-4235-9be4-1443fd8f7b4f,IN_APPROVAL,true,1,4b30f6c9-b84b-4f17-8173-852101a5ea29
385598b7-4170-49f9-9593-840419c52ef8,a3cf6dc1-8c70-4aea-be76-ff9b57961932,dce17f2e-af3e-40ad-8e00-3496adef44c3,7880be4f-6582-472a-9ea5-a6baed71e6e5,IN_APPROVAL,true,8,5a268780-fafd-4243-9551-5c7daa824913
297a8c3a-c591-462d-96f4-67e5652bca2e,cba547b8-f3bf-4cc4-9f61-5ea340488b51,10845cb9-d365-4aaa-badd-b4fa39c6a26a,96da0fc3-28fd-4a3f-87a8-b5cdb175c45a,APPROVED,true,11,4b30f6c9-b84b-4f17-8173-852101a5ea29
f5416bc1-2998-4116-994a-0a66329b21c4,465bcad1-93d7-4c90-92b5-2af2fa496275,10845cb9-d365-4aaa-badd-b4fa39c6a26a,1f3c89b2-13e4-4a72-9ef2-228302cc5a25,RELEASED,false,6,4b30f6c9-b84b-4f17-8173-852101a5ea29
c69623d4-7412-42be-966f-d072a939fd5d,a71ebdbb-7cde-468f-9242-84623988736e,10845cb9-d365-4aaa-badd-b4fa39c6a26a,61694e82-1be6-40a4-9aaa-bfbb720a0d7d,REJECTED,false,1,4b30f6c9-b84b-4f17-8173-852101a5ea29
85352cc0-f1b8-49d0-a844-28cc57e8f24d,a79c4806-0568-41aa-bb0a-e1b3e8872fdc,10845cb9-d365-4aaa-badd-b4fa39c6a26a,f419bcd8-ac7a-4b75-8c84-c065ef437938,IN_APPROVAL,true,8,4b30f6c9-b84b-4f17-8173-852101a5ea29
5f655166-b7a2-4de8-9da8-765d5c05a94e,5d5a39bc-4e98-4163-a0c1-9fcf750aa58d,dce17f2e-af3e-40ad-8e00-3496adef44c3,04ec3c83-a086-4792-b7a3-c46559b7f6cd,AUTHORIZED,false,9,5a268780-fafd-4243-9551-5c7daa824913
e7cfb0f2-ad7a-43cb-b811-ea61c1f80632,8b76880c-aed5-49b1-89af-1472b88fff59,dce17f2e-af3e-40ad-8e00-3496adef44c3,8d870ab0-a8d5-11e7-abc4-cec278b6b50a,IN_APPROVAL,true,1,5a268780-fafd-4243-9551-5c7daa824913
393d15d0-1d16-439c-8a39-0f75cae6e544,02a752ff-9909-44c1-a66e-f279c20b78e3,dce17f2e-af3e-40ad-8e00-3496adef44c3,ecd6c3c8-f80c-4c4e-af9a-d0529b55424a,RELEASED,false,8,5a268780-fafd-4243-9551-5c7daa824913
d7d35d71-3ffc-4ec1-afdf-24552509f74f,63aa9432-3f0b-4bee-8767-5333de1a130c,10845cb9-d365-4aaa-badd-b4fa39c6a26a,a91dfbdf-0d9b-4cb1-9d46-0a47b17d22d0,AUTHORIZED,false,7,4b30f6c9-b84b-4f17-8173-852101a5ea29
17ee3461-50dc-40e1-a869-13ae6e3b9e13,cca69145-4372-46f8-ad61-6f8bfbd77e5e,dce17f2e-af3e-40ad-8e00-3496adef44c3,c08e1295-793f-4550-933b-571e117f15d9,AUTHORIZED,true,7,5a268780-fafd-4243-9551-5c7daa824913
4fb177a6-f1b1-4cd9-a991-bd2e335c7cab,fb7572a1-54c4-4472-a6e8-3060b6f5f79f,dce17f2e-af3e-40ad-8e00-3496adef44c3,c9287c65-67fa-4958-adb6-52069f2b1379,INITIATED,true,5,5a268780-fafd-4243-9551-5c7daa824913
1cffaa17-883c-42d1-a1e6-53c18925508d,cdc4d076-7687-4fba-bba8-8088ba31a36d,dce17f2e-af3e-40ad-8e00-3496adef44c3,a91dfbdf-0d9b-4cb1-9d46-0a47b17d22d0,APPROVED,true,3,5a268780-fafd-4243-9551-5c7daa824913
62605ad2-5f56-484d-bb11-17c7f4a3720d,fee2b6ca-599e-413a-a554-8d122aeac5d7,dce17f2e-af3e-40ad-8e00-3496adef44c3,2a9fddb6-5dd3-4dde-81f3-c19629257986,SKIPPED,true,11,5a268780-fafd-4243-9551-5c7daa824913
a1dad797-2268-432a-a348-99a1d9690bad,a4cfaac4-9903-468b-b9f3-cccb425c4749,dce17f2e-af3e-40ad-8e00-3496adef44c3,a91dfbdf-0d9b-4cb1-9d46-0a47b17d22d0,APPROVED,true,6,5a268780-fafd-4243-9551-5c7daa824913
ddc796af-b010-4204-9987-411b5f9fa006,c1e8bd2f-39f7-4386-bb22-41bdbcf510ff,dce17f2e-af3e-40ad-8e00-3496adef44c3,baf98c9a-408b-4e9e-b56a-38640c7dfed6,AUTHORIZED,true,12,5a268780-fafd-4243-9551-5c7daa824913
25616cd1-ee90-413c-88b5-d27ed3951d9e,2060a34c-3ec1-47ba-9840-d1b3bd9e0728,10845cb9-d365-4aaa-badd-b4fa39c6a26a,a91dfbdf-0d9b-4cb1-9d46-0a47b17d22d0,SKIPPED,false,9,4b30f6c9-b84b-4f17-8173-852101a5ea29
066c01ae-a747-4038-be47-bc6b838433e3,d177d467-ec07-46be-89ec-c669fee3aa70,10845cb9-d365-4aaa-badd-b4fa39c6a26a,ecd6c3c8-f80c-4c4e-af9a-d0529b55424a,RELEASED,false,8,4b30f6c9-b84b-4f17-8173-852101a5ea29
46ec5e49-a113-41f2-abd6-bd5ea4d3ab2f,2e56c25e-b2e6-4c74-b160-dbf904b9ec93,10845cb9-d365-4aaa-badd-b4fa39c6a26a,ecd6c3c8-f80c-4c4e-af9a-d0529b55424a,SUBMITTED,true,1,4b30f6c9-b84b-4f17-8173-852101a5ea29
48e66a86-f943-4a5a-9a0d-d20ef3428748,46073ec4-f69c-40ec-913d-5eff3c144355,10845cb9-d365-4aaa-badd-b4fa39c6a26a,1f3c89b2-13e4-4a72-9ef2-228302cc5a25,INITIATED,true,8,4b30f6c9-b84b-4f17-8173-852101a5ea29
226c8cf6-2629-4086-b8dc-bdf182e149d7,9135a5fb-4527-4be1-9f7d-382c165d14d8,dce17f2e-af3e-40ad-8e00-3496adef44c3,f55d9dda-d440-40c0-a793-914e0fe1f579,SKIPPED,false,10,5a268780-fafd-4243-9551-5c7daa824913
f923aa6a-998d-40a2-8ea0-2914cba6e7b9,2816f3e7-32a6-4609-8dca-047af1ffa5d6,dce17f2e-af3e-40ad-8e00-3496adef44c3,96da0fc3-28fd-4a3f-87a8-b5cdb175c45a,AUTHORIZED,false,2,5a268780-fafd-4243-9551-5c7daa824913
aa45faad-f64a-4451-8c39-5f4f12b66bb8,cafe55e1-c460-4bd7-8433-11370bf090ff,dce17f2e-af3e-40ad-8e00-3496adef44c3,96da0fc3-28fd-4a3f-87a8-b5cdb175c45a,INITIATED,true,5,5a268780-fafd-4243-9551-5c7daa824913
c2f95d1a-3c86-439a-9905-0294e4b16561,8e7369bb-0853-4c55-8634-30c624c41678,10845cb9-d365-4aaa-badd-b4fa39c6a26a,1f3c89b2-13e4-4a72-9ef2-228302cc5a25,INITIATED,true,4,4b30f6c9-b84b-4f17-8173-852101a5ea29
5b558968-05ca-4f4f-8b19-f0d3127b944b,04cffce6-0ccf-4baf-8fd9-8214328b8fb9,dce17f2e-af3e-40ad-8e00-3496adef44c3,a4eefb4e-2bb6-4793-9f70-2cc5365de7c6,IN_APPROVAL,false,9,5a268780-fafd-4243-9551-5c7daa824913
030d7288-7345-4c02-8e29-1f9973c477d3,7bdfec6d-7c8b-4d70-a1ed-028eba03084e,dce17f2e-af3e-40ad-8e00-3496adef44c3,c9287c65-67fa-4958-adb6-52069f2b1379,SKIPPED,false,2,5a268780-fafd-4243-9551-5c7daa824913
136edc40-8921-4361-b759-3b5449678be3,0b49774f-66a3-4df7-883c-69da3d57943d,10845cb9-d365-4aaa-badd-b4fa39c6a26a,7880be4f-6582-472a-9ea5-a6baed71e6e5,INITIATED,false,11,4b30f6c9-b84b-4f17-8173-852101a5ea29
dbdc9bc5-5742-41ee-be1d-f81adc9327f5,5cc424b5-f4a1-4d20-bbfd-aa89faed48bc,dce17f2e-af3e-40ad-8e00-3496adef44c3,baf98c9a-408b-4e9e-b56a-38640c7dfed6,IN_APPROVAL,false,2,5a268780-fafd-4243-9551-5c7daa824913
fe59024f-c759-4e1a-8c9f-9e9929a9a366,10725b82-48c6-4b04-aea5-8f042f825073,dce17f2e-af3e-40ad-8e00-3496adef44c3,2a9fddb6-5dd3-4dde-81f3-c19629257986,APPROVED,true,6,5a268780-fafd-4243-9551-5c7daa824913
7e4cd442-14bc-4252-a0a7-564cc90dd4ec,56690a08-20e8-443c-bd78-e1cd6c1fbcea,10845cb9-d365-4aaa-badd-b4fa39c6a26a,61694e82-1be6-40a4-9aaa-bfbb720a0d7d,SKIPPED,false,6,4b30f6c9-b84b-4f17-8173-852101a5ea29
10cccb20-46bd-4108-9f27-a52adac78484,79ee6b48-3e88-426f-ad3c-911f4ce29fc3,10845cb9-d365-4aaa-badd-b4fa39c6a26a,7880be4f-6582-472a-9ea5-a6baed71e6e5,SUBMITTED,true,7,4b30f6c9-b84b-4f17-8173-852101a5ea29
186a28f2-2040-449d-ac12-e25bba23aaf6,00d0d609-f37f-47dd-a54e-e40ab8e23f56,dce17f2e-af3e-40ad-8e00-3496adef44c3,c5012ddf-b145-4eee-9640-b2cbf4f2da85,REJECTED,false,1,5a268780-fafd-4243-9551-5c7daa824913
084d14d1-4070-478d-869a-fb24b4c7548c,c2300f2f-562c-4828-8a19-3c2583ff3fbe,dce17f2e-af3e-40ad-8e00-3496adef44c3,8d870ab0-a8d5-11e7-abc4-cec278b6b50a,SKIPPED,false,4,5a268780-fafd-4243-9551-5c7daa824913
73bf57b7-07ba-46e0-ba3f-2d6afc437228,d4484c59-fac9-4589-a0d0-4cb77f645256,dce17f2e-af3e-40ad-8e00-3496adef44c3,7880be4f-6582-472a-9ea5-a6baed71e6e5,SUBMITTED,true,11,5a268780-fafd-4243-9551-5c7daa824913
27dd5a3b-0b91-4083-ba2b-914662a1c9b0,b724a313-1e49-4a42-8fe7-d9b187e0bf02,dce17f2e-af3e-40ad-8e00-3496adef44c3,8d870ab0-a8d5-11e7-abc4-cec278b6b50a,SUBMITTED,true,6,5a268780-fafd-4243-9551-5c7daa824913
a67b1405-e739-4bd4-acad-b141600aa8d4,a9f8f42e-532d-4e96-b2e7-9b6114eb3d70,dce17f2e-af3e-40ad-8e00-3496adef44c3,f2cecbc4-c6cc-48ca-b4e7-11e69238b386,SUBMITTED,true,9,5a268780-fafd-4243-9551-5c7daa824913
baf3f82f-43ba-4e43-96a9-628b37aa1bc7,00356979-8ea6-4e56-a3b0-b6cbd6c155b9,dce17f2e-af3e-40ad-8e00-3496adef44c3,1f3c89b2-13e4-4a72-9ef2-228302cc5a25,AUTHORIZED,false,8,5a268780-fafd-4243-9551-5c7daa824913
5604c7b3-fa66-4283-ba8a-4040eaea4e96,b2f28f98-3234-4ae4-b426-100692dbc7a3,10845cb9-d365-4aaa-badd-b4fa39c6a26a,516ac930-0d28-49f5-a178-64764e22b236,AUTHORIZED,true,8,4b30f6c9-b84b-4f17-8173-852101a5ea29
8451d45d-3fcd-4d50-a9f9-e8cdf7fb8d01,2145a612-4699-45f0-8d72-fc69a64494c8,10845cb9-d365-4aaa-badd-b4fa39c6a26a,2d490229-02f8-4235-9be4-1443fd8f7b4f,RELEASED,false,7,4b30f6c9-b84b-4f17-8173-852101a5ea29
3fac651d-81d0-47c7-972f-657640b8c50c,e8894b86-1419-4bbb-8fac-36ff722da286,dce17f2e-af3e-40ad-8e00-3496adef44c3,65671374-66e2-4a11-a7dc-05b645c6d815,RELEASED,false,5,5a268780-fafd-4243-9551-5c7daa824913
40294bd2-bfd7-46f0-b18c-5549812ceec5,0d70dfdd-e208-49fc-bb55-4e9116cf75ae,10845cb9-d365-4aaa-badd-b4fa39c6a26a,f419bcd8-ac7a-4b75-8c84-c065ef437938,IN_APPROVAL,true,11,4b30f6c9-b84b-4f17-8173-852101a5ea29
e5644e84-175d-4e05-9992-495051471e87,63871de1-b607-44dc-bfc2-9a9dff2145f9,dce17f2e-af3e-40ad-8e00-3496adef44c3,a4eefb4e-2bb6-4793-9f70-2cc5365de7c6,AUTHORIZED,false,8,5a268780-fafd-4243-9551-5c7daa824913
0dc823da-b3b3-4bc9-9ec3-4bd7cffca1e1,fa664b2f-d4a9-495d-a2a9-803bd469c981,dce17f2e-af3e-40ad-8e00-3496adef44c3,2a9fddb6-5dd3-4dde-81f3-c19629257986,APPROVED,true,8,5a268780-fafd-4243-9551-5c7daa824913
8d004365-5fb5-4c03-8b8f-082080e0a41f,3d9b89fc-6c02-4a25-8969-4c7b909fced0,10845cb9-d365-4aaa-badd-b4fa39c6a26a,7880be4f-6582-472a-9ea5-a6baed71e6e5,SKIPPED,true,1,4b30f6c9-b84b-4f17-8173-852101a5ea29
71bca74b-2df4-4d9b-b333-6d004558b814,29835fe1-b11a-4678-9e4a-f81d6054db4b,10845cb9-d365-4aaa-badd-b4fa39c6a26a,a91dfbdf-0d9b-4cb1-9d46-0a47b17d22d0,RELEASED,false,7,4b30f6c9-b84b-4f17-8173-852101a5ea29
6faaf797-751d-45cb-98ef-1cba71102fcb,63aa9432-3f0b-4bee-8767-5333de1a130c,dce17f2e-af3e-40ad-8e00-3496adef44c3,f55d9dda-d440-40c0-a793-914e0fe1f579,APPROVED,true,9,5a268780-fafd-4243-9551-5c7daa824913
ea3bdc52-f276-45bd-9315-e6b8465e4972,b4eb663e-148b-4b82-86eb-5cbbebbc939c,10845cb9-d365-4aaa-badd-b4fa39c6a26a,516ac930-0d28-49f5-a178-64764e22b236,RELEASED,true,12,4b30f6c9-b84b-4f17-8173-852101a5ea29
